Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
evening,23.39,53.39,114.13,555.34,444.41,704.92,653.04,583.85,medium,5214,maintenance_mode,very_bright,Low Activity
evening,296.69,52.91,113.04,549.41,437.5,702.16,,584.54,medium,5214,ventilation_only,very_bright,Low Activity
evening,24.01,51.96,108.94,547.54,449.48,694.48,657.41,592.22,medium,5214,off,dim,Low Activity
evening,24.82,48.1,149.56,564.68,393.13,672.01,635.18,551.3,medium,5172,Ventilation_only,very_bright,Low Activity
afternoon,18.89,51.84,101.93,595.03,482.29,737.88,703.11,619.07,low,9658,heating_active,,Low Activity
evening,23.04,52.59,115.96,561.19,421.22,646.7,573.82,516.14,high,1903,heating_active,very_bright,Low Activity
evening,23.75,52.81,109.65,552.67,467.34,701.26,,572.29,medium,5214,VENTILATION_ONLY,bright,Low Activity
evening,23.82,52.84,110.78,555.08,445.19,698.22,,588.97,medium,5214,heating_active,moderate,Low Activity
evening,23.62,53.19,109.0,556.75,469.44,703.47,659.81,592.66,medium,5214,heating_active,,Low Activity
evening,23.62,53.16,116.56,,454.15,700.96,650.63,584.38,medium,5214,cooling_active,bright,Low Activity
evening,23.65,52.89,112.17,557.21,463.71,693.54,647.19,582.51,medium,5214,heating_active,very_bright,Low Activity
evening,23.64,52.79,108.89,555.42,455.07,854.68,652.74,576.73,medium,5214,maintenance_mode,very_bright,ModerateActivity
morning,17.02,53.6,121.19,576.86,474.79,718.42,,600.74,medium,9184,off,bright,Moderate Activity
evening,23.6,52.89,108.38,553.36,430.72,692.54,648.25,579.52,medium,5214,cooling_active,very_dim,Low Activity
evening,23.91,52.34,117.52,556.51,442.95,697.92,660.24,586.49,medium,5214,eco_mode,very_bright,LowActivity
evening,24.3,51.48,113.48,545.1,457.05,695.37,661.3,592.83,medium,5214,eco_mode,,Low Activity
evening,24.0,51.84,112.78,552.54,462.61,700.02,651.97,588.9,medium,5214,ventilation_only,very_dim,ModerateActivity
morning,20.08,56.77,126.56,559.98,424.38,699.01,,569.59,medium,9385,heating_active,very_bright,Low_Activity
evening,23.7,52.68,114.41,552.09,449.67,696.18,655.36,583.16,,5214,cooling_active,moderate,Low Activity
morning,17.62,52.92,119.69,587.35,483.43,595.66,,630.22,,1374,off,,Moderate Activity
evening,23.53,52.88,115.02,552.14,454.79,696.31,641.89,579.83,,5214,ventilation_only,bright,Low Activity
evening,23.35,53.36,110.13,549.18,452.28,690.15,853.2,582.64,medium,5214,ventilation_only,bright,Low Activity
evening,23.5,-24.18,109.21,544.7,448.76,692.42,,583.28,medium,5214,ventilation_only,very_bright,Low Activity
evening,23.38,52.99,115.18,551.5,456.88,701.1,650.17,590.42,medium,5214,eco_mode,bright,Moderate Activity
evening,23.05,53.87,116.28,554.78,446.32,695.18,657.69,580.87,medium,5214,cooling_active,dim,Low Activity
evening,23.13,53.75,115.77,550.69,450.96,694.06,666.91,574.88,medium,5214,eco_mode,,Low Activity
morning,20.38,57.2,124.34,550.14,460.79,711.27,,599.1,low,3592,maintenance_mode,dim,Low Activity
night,22.97,54.19,-7.88,550.79,443.18,696.71,,576.13,medium,5214,eco_mode,very_bright,Low Activity
evening,24.05,49.5,108.9,602.12,455.49,741.33,690.09,605.16,,7241,Ventilation_only,very_bright,High Activity
night,23.07,53.81,114.78,551.91,444.27,690.51,496.52,572.03,medium,5214,heating_active,dim,Low Activity
night,22.95,54.02,120.74,550.19,452.45,700.94,661.18,583.5,medium,5214,heating_active,very_bright,Low Activity
night,22.9,54.15,120.47,545.74,451.8,705.27,655.04,578.39,,5214,maintenance_mode,,Low Activity
night,22.77,54.56,120.57,547.63,446.04,703.06,656.24,589.27,medium,5214,maintenance_mode,dim,Low Activity
morning,20.4,56.48,131.16,563.54,468.87,879.44,,594.34,low,9385,MAINTENANCE_MODE,very_bright,Low_Activity
night,290.53,53.54,122.83,588.47,492.72,751.29,702.4,664.54,extremely low,5820,ECO_MODE,moderate,Moderate Activity
night,20.38,58.64,130.11,549.88,464.63,722.33,686.29,601.23,low,5214,maintenance_mode,bright,Low Activity
night,22.45,110.72,115.71,550.58,462.37,701.3,663.59,587.8,,5214,heating_active,moderate,Low Activity
night,22.34,55.48,124.63,548.41,452.13,699.77,664.81,590.84,medium,5214,heating_active,moderate,Low Activity
night,22.32,55.53,123.31,550.05,451.88,693.4,656.72,592.45,medium,5214,OFF,,Low Activity
night,22.11,55.94,121.06,550.84,457.16,701.01,,584.87,medium,5214,maintenance_mode,dim,Moderate Activity
night,22.09,56.12,119.89,552.38,450.38,707.64,660.66,585.29,medium,5214,ventilation_only,moderate,Low Activity
night,22.04,56.27,123.65,544.73,451.5,696.57,666.77,591.02,medium,5214,ventilation_only,,Low Activity
night,21.92,56.48,116.92,546.67,459.02,713.13,657.17,593.53,medium,5214,maintenance_mode,very_bright,Low Activity
night,21.86,56.52,124.27,550.14,464.05,706.76,,595.14,medium,5214,cooling_active,bright,Low Activity
morning,19.74,54.45,118.98,548.53,490.87,700.8,,577.55,medium,7058,cooling_active,,Low_Activity
night,21.82,56.72,121.61,545.71,482.18,706.98,667.27,583.41,medium,5214,off,very_dim,Low_Activity
night,294.91,56.74,116.9,544.26,470.54,709.68,,601.7,medium,5214,maintenance_mode,,Low Activity
night,21.71,56.92,123.59,553.32,466.75,704.97,661.29,600.48,,5214,cooling_active,moderate,High Activity
night,21.78,56.61,122.56,,467.27,705.19,669.24,602.28,medium,5214,cooling_active,,Low_Activity
morning,18.34,57.14,108.17,602.04,502.66,749.11,,640.54,low,9127,off,bright,Low Activity
night,21.62,56.73,129.46,549.71,467.79,707.81,673.27,600.29,medium,5214,cooling_active,,Low Activity
night,21.5,57.08,125.06,544.91,465.64,708.78,670.3,602.2,low,5214,ventilation_only,bright,Low Activity
afternoon,20.68,59.55,162.55,531.97,487.81,711.06,660.96,592.77,medium,1458,maintenance_mode,moderate,Low Activity
night,21.49,57.03,129.28,,462.47,710.16,670.65,606.58,,5214,maintenance_mode,very_bright,Low Activity
night,21.48,56.89,126.9,552.46,462.79,714.28,,593.56,low,5214,maintenance_mode,,Moderate Activity
night,294.54,57.2,125.2,545.77,476.07,709.65,,605.78,low,5214,cooling_active,moderate,Low Activity
night,21.29,57.45,117.91,548.03,462.82,708.14,665.37,604.88,low,5214,off,bright,Low Activity
morning,19.37,53.13,123.37,,403.66,720.83,677.08,597.96,medium,5172,Cooling_Active,very_bright,Moderate Activity
night,294.4,57.52,126.43,553.07,461.28,707.79,681.99,615.2,,5214,eco_mode,,Low Activity
night,21.22,57.53,123.03,556.06,473.59,714.88,670.23,602.78,low,5214,heating_active,very_bright,Low Activity
night,21.18,57.61,127.11,547.57,487.61,639.71,506.51,613.11,low,5214,cooling_active,bright,Low Activity
morning,19.11,54.67,81.17,580.0,529.31,750.08,708.1,629.02,low,6528,ventilation_only,,Low Activity
afternoon,19.65,44.7,96.35,,528.74,738.8,,650.0,low,8052,eco_mode,bright,Moderate Activity
night,20.93,58.1,123.44,548.05,471.17,705.85,,607.58,low,5214,eco_mode,dim,Low Activity
night,20.76,58.17,123.3,545.58,470.55,706.72,680.88,602.47,low,8936,heating_active,moderate,Low Activity
night,20.84,58.29,119.67,546.64,475.79,706.86,674.6,613.22,low,5214,maintenance_mode,moderate,Low Activity
night,20.82,58.21,117.75,549.55,481.62,714.74,675.41,598.18,low,5214,ventilation_only,bright,Low Activity
night,293.95,58.31,119.72,549.01,475.36,717.57,674.99,610.48,,5214,off,,Low Activity
night,20.83,58.12,121.32,545.72,466.55,715.01,,592.07,low,5214,MAINTENANCE_MODE,bright,Low Activity
morning,18.74,52.36,111.49,581.3,428.52,723.04,658.89,591.71,,5172,maintenance_mode,moderate,Low_Activity
night,20.8,58.07,123.71,554.76,474.22,721.06,,608.8,low,5214,off,,Low Activity
night,20.75,58.12,122.46,546.47,477.1,711.01,672.32,613.06,low,5214,Off,dim,Moderate Activity
night,20.7,58.3,117.41,552.62,471.13,720.99,671.54,618.23,low,5214,off,very_bright,Moderate Activity
morning,18.77,45.89,73.33,576.74,567.23,780.64,746.72,682.59,low,2847,off,moderate,Moderate Activity
night,20.7,58.17,118.09,555.93,481.66,714.74,683.67,603.0,low,5214,off,very_bright,Moderate Activity
evening,23.04,43.74,127.36,577.5,473.69,715.68,820.12,586.83,medium,2679,off,bright,Low Activity
night,20.59,58.42,118.05,548.06,474.93,723.58,672.04,612.77,low,5214,heating_active,,Low Activity
night,20.61,58.24,121.17,546.16,467.0,727.39,672.53,612.58,low,5214,eco_mode,bright,Low Activity
afternoon,23.6,50.9,110.64,552.87,479.08,714.63,678.45,601.77,low,7058,HEATING_ACTIVE,very_bright,Low Activity
night,21.57,55.28,123.52,549.33,440.95,703.68,672.75,588.52,low,3592,heating_active,very_bright,Low Activity
night,20.58,58.27,124.54,547.5,479.2,721.35,679.16,609.41,low,5214,maintenance_mode,,Low Activity
night,20.54,58.29,124.07,562.55,476.94,714.25,,610.95,low,5214,heating_active,moderate,Low Activity
night,20.51,58.4,127.31,546.92,482.09,723.39,,616.69,low,5214,eco_mode,,Low Activity
night,20.42,58.57,122.43,548.76,479.07,722.57,672.05,607.98,low,5214,heating_active,,Low Activity
night,22.09,44.96,117.71,580.28,440.05,609.75,675.08,615.09,medium,6431,eco_mode,very_bright,Low Activity
night,20.42,58.5,122.74,549.55,484.61,725.52,,618.7,low,5214,cooling_active,,Low Activity
night,293.69,58.29,124.07,,476.94,714.25,673.5,610.95,,5214,Heating_Active,moderate,Low Activity
afternoon,24.07,48.72,101.12,543.53,408.33,721.96,646.42,573.54,medium,4703,off,bright,Low Activity
night,17.04,49.23,115.57,581.14,486.83,750.97,713.28,642.36,,8052,maintenance_mode,very_bright,Moderate Activity
night,20.27,58.79,125.82,,491.14,718.98,681.1,625.21,low,5214,off,very_bright,Low Activity
night,20.21,58.77,128.41,549.31,489.44,721.25,687.51,610.6,low,8936,ventilation_only,very_bright,Low Activity
night,20.27,58.72,123.38,549.08,471.95,718.05,896.88,605.04,low,8936,maintenance_mode,very_bright,Low Activity
night,20.28,58.68,123.03,553.52,471.44,721.85,800.55,617.75,low,8936,off,,Moderate Activity
night,19.86,55.82,137.34,570.75,463.93,713.77,,597.66,low,4507,off,bright,Low Activity
evening,24.68,47.23,113.58,599.45,450.99,732.57,676.08,585.97,medium,7241,COOLING_ACTIVE,bright,Moderate Activity
night,20.15,58.78,123.56,551.88,478.01,724.17,680.15,613.09,low,8936,cooling_active,very_dim,Moderate Activity
afternoon,22.01,53.73,102.84,554.98,482.15,733.29,,622.86,low,3592,heating_active,very_bright,High Activity
morning,16.39,50.16,114.59,,511.83,746.21,707.27,643.33,,8052,maintenance_mode,bright,Low Activity
afternoon,22.87,52.24,146.52,560.91,354.26,687.47,650.57,565.15,medium,5172,ventilation_only,,Low Activity
morning,20.07,59.0,123.19,545.09,500.54,727.36,688.24,628.61,low,8936,heating_active,very_bright,High Activity
morning,18.57,105.79,78.96,581.45,592.82,779.95,,687.4,low,1903,Off,bright,Low Activity
morning,20.04,59.02,130.21,550.38,484.11,723.84,678.73,621.1,low,8936,off,very_bright,High Activity
morning,20.03,58.94,125.91,548.18,485.83,598.97,679.9,614.79,low,8936,VENTILATION_ONLY,very_bright,ModerateActivity
morning,19.97,59.13,124.17,551.84,487.32,725.22,684.69,614.51,low,8936,cooling_active,bright,Low Activity
night,19.3,53.24,132.11,588.4,436.97,730.21,,605.36,low,6847,OFF,bright,Low Activity
afternoon,18.58,50.58,82.94,598.11,517.44,768.45,720.59,664.63,extremely low,7395,ventilation_only,,Low Activity
morning,19.96,59.06,126.5,548.87,482.61,729.18,680.2,621.57,low,8936,off,very_bright,Low Activity
afternoon,23.81,53.68,122.59,556.25,487.6,705.38,651.71,575.89,,8936,heating_active,moderate,Low Activity
morning,20.0,58.96,129.83,548.32,481.35,826.82,686.23,622.73,low,8936,heating_active,bright,Moderate Activity
morning,293.06,59.1,125.97,552.29,487.36,724.55,677.08,621.04,low,8936,ventilation_only,moderate,Moderate Activity
morning,19.93,59.02,130.01,548.31,474.27,727.08,683.86,621.49,low,8936,maintenance_mode,moderate,Low Activity
morning,19.94,55.92,132.64,558.46,465.96,729.02,,604.9,low,1903,maintenance_mode,very_bright,Moderate Activity
morning,19.9,58.94,125.06,547.99,488.25,622.76,,622.85,low,8936,MAINTENANCE_MODE,,Low Activity
evening,23.12,47.89,100.41,556.41,470.66,739.94,687.17,639.43,,2847,Heating_Active,,Moderate Activity
night,23.47,-22.87,117.61,579.01,437.86,711.5,,583.59,low,4507,ventilation_only,bright,Low Activity
morning,19.76,59.33,131.97,547.08,493.8,732.19,683.95,619.73,low,8936,maintenance_mode,dim,Moderate Activity
morning,19.77,59.28,126.09,553.87,492.22,735.21,689.43,616.02,low,8936,ventilation_only,bright,Low Activity
morning,19.91,58.94,130.33,559.47,486.27,565.35,677.77,617.65,low,8936,Off,moderate,Moderate Activity
morning,19.81,59.09,136.67,547.22,490.7,727.29,693.37,628.93,low,8936,cooling_active,bright,Low Activity
afternoon,24.16,43.98,85.09,606.09,468.76,756.59,713.52,654.35,low,9127,maintenance_mode,very_bright,Moderate Activity
morning,292.95,59.05,124.05,,499.78,876.83,,615.78,low,8936,ventilation_only,bright,Moderate Activity
morning,20.13,122.63,130.71,558.51,472.23,714.54,483.53,605.09,low,4761,heating_active,very_bright,Low Activity
morning,19.76,59.04,130.86,546.95,487.64,731.37,694.73,620.64,low,8936,cooling_active,bright,Low Activity
morning,19.71,59.22,125.9,542.09,482.43,724.39,,615.77,low,8936,maintenance_mode,,Moderate Activity
afternoon,293.36,50.68,85.47,,495.15,758.08,,621.35,low,7241,eco_mode,very_bright,High Activity
afternoon,23.31,51.92,163.59,,431.6,709.47,660.15,595.79,low,9385,off,very_bright,Low Activity
morning,19.63,59.22,121.47,,486.78,715.23,681.71,602.9,low,8936,maintenance_mode,very_bright,Low Activity
morning,19.64,59.3,128.46,552.53,479.86,713.91,669.15,607.23,,8936,ECO_MODE,very_bright,Low Activity
morning,19.49,59.56,127.04,554.58,481.02,713.26,661.7,607.58,low,8936,cooling_active,,Low Activity
morning,19.5,59.45,120.65,550.63,483.15,719.09,670.02,603.92,low,8936,maintenance_mode,moderate,Low Activity
morning,19.49,59.52,123.4,,489.05,719.55,666.28,603.12,medium,8936,cooling_active,bright,Low Activity
morning,19.65,59.28,125.49,551.72,479.55,685.08,,552.68,medium,8936,ventilation_only,very_bright,Low Activity
morning,289.37,45.21,68.94,621.04,587.69,597.38,,706.83,extremely low,1374,eco_mode,,Low Activity
morning,19.61,59.19,122.02,544.67,464.62,678.51,579.3,519.52,medium,8936,maintenance_mode,moderate,Low Activity
morning,19.54,59.3,122.74,546.13,472.29,676.98,584.07,522.93,medium,8936,OFF,dim,Low Activity
afternoon,22.6,49.31,110.52,553.45,462.42,746.19,679.98,630.25,low,4703,VENTILATION_ONLY,very_bright,Low Activity
morning,19.35,59.73,125.39,545.95,478.36,680.67,595.86,523.2,medium,8936,cooling_active,moderate,Moderate Activity
morning,19.43,59.53,120.65,544.38,476.35,678.9,588.17,529.19,medium,8936,ventilation_only,bright,Low_Activity
night,20.46,54.15,105.23,555.51,478.47,728.03,469.58,600.36,,4703,ventilation_only,,Low Activity
night,22.17,50.99,121.36,575.19,413.4,708.68,,584.78,medium,1826,maintenance_mode,dim,Low Activity
morning,19.36,59.65,120.5,553.12,487.92,680.25,,544.52,medium,8936,ventilation_only,dim,Moderate Activity
morning,292.59,59.48,123.4,555.5,493.03,862.37,611.42,555.31,medium,8936,maintenance_mode,moderate,Low Activity
morning,19.43,59.55,124.53,546.64,485.9,686.34,607.15,549.43,medium,8936,eco_mode,moderate,Low Activity
morning,17.32,43.51,66.79,620.17,601.86,788.0,759.25,702.72,extremely low,1374,maintenance_mode,,ModerateActivity
night,19.65,56.19,140.19,565.32,406.29,623.41,681.68,581.07,medium,8649,off,very_bright,Low Activity
morning,17.02,43.34,93.17,601.41,385.87,764.72,718.26,627.21,low,3418,maintenance_mode,,High Activity
morning,19.9,58.57,128.53,549.06,475.8,687.59,611.43,558.23,medium,8936,cooling_active,moderate,Low Activity
morning,20.0,58.1,123.25,546.54,477.63,692.58,605.29,556.63,medium,8936,ventilation_only,dim,Low Activity
morning,19.99,58.3,128.91,551.49,476.44,697.53,609.23,566.45,medium,8936,ventilation_only,moderate,Low Activity
morning,20.04,58.12,127.26,545.61,472.08,688.37,,554.62,medium,8936,heating_active,very_bright,LowActivity
morning,20.28,57.34,131.07,546.78,483.77,687.83,616.2,540.2,medium,8936,maintenance_mode,,LowActivity
morning,19.79,58.88,127.01,549.54,480.47,566.23,,558.45,medium,8936,off,very_bright,Low Activity
afternoon,20.76,55.33,106.98,560.41,467.5,731.17,684.19,625.22,low,3592,eco_mode,bright,Low Activity
night,20.59,52.05,98.06,562.11,472.63,750.75,699.09,641.1,low,9241,heating_active,bright,High Activity
morning,19.87,58.74,126.09,549.27,484.4,697.71,613.27,564.28,,8936,ventilation_only,very_bright,Low Activity
afternoon,22.58,55.05,116.03,545.15,481.91,697.85,638.95,575.26,low,8936,maintenance_mode,very_dim,Low Activity
night,19.07,51.62,109.93,597.33,483.98,746.28,697.53,620.84,low,8374,off,,Moderate Activity
morning,20.12,57.99,133.42,546.0,486.81,692.49,628.5,563.81,medium,8936,cooling_active,,Low Activity
night,20.4,56.5,105.31,596.43,443.4,729.58,676.02,593.94,high,7241,heating_active,dim,Low Activity
night,19.69,54.91,120.02,549.42,459.09,692.41,645.74,571.75,medium,7058,off,bright,Low Activity
morning,20.09,57.99,132.7,547.29,485.74,696.14,634.83,558.01,medium,8936,ventilation_only,very_bright,Low Activity
morning,19.59,59.41,135.91,549.89,482.46,684.4,630.33,573.74,,8936,VENTILATION_ONLY,dim,LowActivity
morning,19.56,55.65,121.08,558.72,481.09,741.39,691.88,634.99,low,2847,eco_mode,very_bright,Low Activity
night,22.73,54.0,118.4,554.02,465.29,705.0,,583.84,low,3592,maintenance_mode,,Low Activity
morning,19.89,58.49,133.47,549.23,489.5,707.55,631.96,554.41,medium,8936,heating_active,,Low Activity
morning,19.88,58.54,132.26,551.67,482.92,699.71,,562.13,medium,8936,ventilation_only,,Low Activity
morning,19.72,59.01,130.96,548.7,474.28,702.26,627.9,560.09,medium,8936,off,,LowActivity
morning,20.21,57.61,133.48,551.93,497.25,695.1,,555.68,medium,8936,eco_mode,very_bright,LowActivity
morning,19.79,58.97,128.33,550.88,488.11,693.43,625.89,575.05,low,8936,ventilation_only,,Low Activity
night,20.34,51.73,103.98,554.07,502.74,746.38,702.94,633.33,low,9241,ventilation_only,bright,Low Activity
evening,24.2,49.7,-10.33,543.29,402.64,724.13,553.14,597.25,medium,4703,off,very_bright,Low Activity
night,20.52,54.83,107.93,549.37,516.88,732.88,677.79,611.5,low,1458,off,bright,Moderate Activity
night,293.74,58.42,118.05,548.06,474.93,723.58,672.04,612.77,low,5214,heating_active,very_bright,Low Activity
afternoon,20.12,56.87,117.22,552.67,474.87,720.57,,575.32,low,8936,eco_mode,bright,Low Activity
morning,18.85,55.99,112.27,605.39,492.67,739.49,702.3,629.91,low,9127,ventilation_only,very_dim,Moderate Activity
afternoon,19.96,58.52,120.66,552.13,444.72,697.04,635.94,567.65,low,8936,cooling_active,very_bright,Low Activity
afternoon,20.5,56.82,118.38,555.97,464.66,701.31,643.47,574.35,low,8936,maintenance_mode,,Low Activity
afternoon,293.66,57.03,121.78,549.3,464.18,699.25,855.42,574.63,medium,8936,heating_active,bright,Moderate Activity
afternoon,20.77,56.77,121.09,550.46,471.84,703.76,,568.53,medium,8936,cooling_active,,Low Activity
afternoon,18.11,44.21,62.9,,586.1,789.59,758.5,693.15,extremely low,5693,Heating_active,dim,Moderate Activity
afternoon,21.21,56.18,117.66,553.55,490.9,713.92,,584.81,medium,8936,eco_mode,very_bright,Low Activity
afternoon,21.35,-8.09,122.37,542.98,484.91,706.52,,575.33,,8936,off,,Low Activity
afternoon,21.5,55.98,119.59,548.8,482.72,710.65,,579.64,medium,8936,Maintenance_Mode,very_bright,LowActivity
afternoon,21.57,-25.45,125.07,550.23,475.96,705.57,645.22,579.38,medium,8936,Cooling_active,moderate,Low Activity
afternoon,21.65,55.92,123.67,548.94,474.98,701.47,654.61,580.39,medium,8936,cooling_active,bright,Low Activity
