Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level
1,18.69,43.05,63.88,578.56,578.04,785.02,750.77,695.76,0,Moderate Activity
3,23.62,48.04,123.51,591.09,445.27,719.67,553.6,600.39,1,Moderate Activity
1,19.79,48.75,95.6,558.26,512.29,749.35,688.35,629.6,2,High Activity
1,19.9,58.49,125.61,552.49,490.2,721.76,681.03,616.65,1,Low Activity
1,19.84,58.64,122.29,549.06,489.06,732.77,685.78,614.75,1,Moderate Activity
1,19.83,58.63,119.14,551.72,483.66,734.7,686.77,611.68,1,Moderate Activity
1,19.61,57.56,119.91,542.45,486.27,729.92,677.17,620.88,1,High Activity
1,19.47,55.61,106.11,557.27,516.63,720.6,656.5240000000001,615.43,1,Low Activity
1,19.63,56.67,111.04,552.47,491.85,704.13,647.36,580.9,1,Low Activity
0,20.53,55.19,146.57,576.07,469.13,709.71,477.14,586.88,1,Low Activity
3,20.62,50.17,113.02,591.86,412.24,727.6,689.17,602.35,2,Moderate Activity
1,19.6,57.65,113.4,561.25,476.15,701.79,618.228,574.21,2,Low Activity
1,19.61,57.65,113.38,552.69,483.16,693.57,839.37,582.54,2,Low Activity
1,19.54,57.82,111.36,578.93,481.92,698.54,642.35,583.12,2,Moderate Activity
1,19.52,57.96,109.06,551.64,481.28,702.96,637.16,569.77,2,Low Activity
3,24.01,51.5,126.49,554.92,459.89,699.61,646.27,572.35,2,Low Activity
1,19.46,58.2,115.15,553.99,494.67,702.62,651.87,578.86,2,Low Activity
1,19.27,57.28,109.89,548.23,506.16,704.77,659.32,579.75,2,Low Activity
3,23.3,51.01,133.76,560.72,424.95,684.44,601.7,531.59,2,Low Activity
2,22.8,55.0,123.89,551.26,478.28,703.14,823.44,581.18,1,Low Activity
3,24.28,47.7,107.44,575.63,447.48,713.16,678.24,598.93,2,Low Activity
2,21.71,47.61,126.09,577.96,472.41,715.59,675.29,616.04,2,Moderate Activity
0,18.04,52.06,118.79,589.84,486.95,745.62,699.25,644.04,1,High Activity
1,20.19,56.25,120.24,545.93,478.45,702.12,659.0939999999999,583.36,2,Low Activity
1,19.98,56.82,111.52,549.82,482.73,708.94,651.55,583.33,2,Low Activity
0,21.07,56.02,128.95,578.93,444.44,697.6,669.06,597.15,1,Low Activity
1,19.62,58.17,122.25,552.18,472.89,702.9,653.69,592.86,2,Low Activity
3,22.9,51.08,103.5,557.25,451.42,733.31,681.82,622.01,1,Moderate Activity
1,20.24,57.01,121.7,546.2,472.46,703.38,639.74,584.71,2,Low Activity
1,20.08,57.46,123.17,550.17,476.26,705.2,654.45,578.85,2,Low Activity
1,20.2,57.04,125.43,548.14,463.7,714.5,663.85,583.95,2,Low Activity
1,16.99,50.93,117.07,583.17,488.31,745.04,707.73,629.09,1,Moderate Activity
2,18.54,52.31,108.52,595.87,440.97,750.23,733.5200000000001,616.77,1,Low Activity
1,19.0,56.97,116.75,600.45,475.67,728.7,680.81,595.0,1,Moderate Activity
0,21.04,54.3,121.6,566.04,392.68,686.16,642.96,559.45,3,Low Activity
1,20.11,57.8,126.36,553.99,477.6,709.02,668.044,596.22,2,Low Activity
1,20.35,57.02,121.23,548.53,476.34,709.47,502.39,587.66,2,Low Activity
2,20.75,55.86,126.98,546.32,480.62,712.67,665.4159999999999,585.86,2,Low Activity
3,24.22,41.91,109.87,598.99,483.86,839.82,713.66,629.46,1,Moderate Activity
2,20.14,57.65,118.82,540.53,470.64,704.17,663.46,600.8,2,Low Activity
2,20.28,56.64,114.6,548.58,477.89,715.28,660.36,586.68,2,Low Activity
2,20.03,57.06,123.54,546.58,454.02,713.86,664.1,576.41,2,High Activity
1,18.75,51.89,111.59,598.05,478.67,752.75,706.604,643.42,1,Moderate Activity
2,19.5,55.0,82.4,560.71,528.23,743.32,711.34,642.8,1,Moderate Activity
2,24.28,47.91,104.05,553.43,420.6,734.14,672.76,608.52,1,Low Activity
3,23.97,49.62,106.54,578.93,395.83,721.58,653.5260000000001,582.71,2,Low Activity
2,19.0,56.04,69.94,569.78,573.77,757.26,730.2160000000001,664.85,0,Low Activity
1,19.53,54.82,118.54,552.48,479.58,710.87,662.264,583.49,2,Moderate Activity
2,18.88,56.05,71.79,568.54,584.7,757.53,714.46,662.72,0,Low Activity
2,18.96,56.93,80.94,578.93,536.98,754.4,748.954,643.54,0,Moderate Activity
2,19.1,57.1,87.75,578.93,535.53,734.28,893.37,658.28,0,Moderate Activity
2,16.85,47.84,89.66,600.18,512.03,764.68,738.2059999999999,668.54,1,Moderate Activity
2,18.96,57.82,77.11,564.54,532.91,736.78,712.64,648.18,0,Moderate Activity
2,19.06,57.64,80.82,564.28,541.15,746.51,695.92,638.51,0,Low Activity
2,19.04,57.6,81.48,566.26,528.22,742.37,705.77,631.02,0,High Activity
2,19.48,56.56,87.98,560.82,537.59,736.98,702.44,635.94,0,High Activity
2,20.7,54.27,91.54,560.7,527.52,739.97,700.0360000000001,628.83,0,Low Activity
3,23.47,46.57,132.24,577.94,421.03,719.96,665.23,579.66,2,High Activity
2,20.09,55.88,90.74,559.14,512.05,578.86,698.31,628.46,0,Moderate Activity
2,19.97,56.47,91.24,560.32,493.89,733.4,696.5,635.54,1,High Activity
1,18.19,52.75,68.09,570.85,595.71,767.77,740.92,677.39,0,High Activity
2,19.85,56.86,97.11,558.52,489.04,726.61,689.4579999999999,627.26,1,Low Activity
2,19.96,56.88,96.12,557.14,440.9,726.08,676.58,617.03,1,Moderate Activity
2,20.16,56.56,102.79,560.13,454.88,727.05,682.08,622.78,1,Moderate Activity
2,21.16,54.26,102.28,559.72,464.56,724.6,684.31,622.96,1,High Activity
1,16.0,44.15,67.1,620.31,622.88,796.3,771.92,707.34,0,Moderate Activity
2,21.42,54.45,100.23,555.54,485.72,727.07,695.72,633.12,1,Moderate Activity
1,18.87,51.6,103.89,583.81,518.09,740.0,697.43,644.14,1,Low Activity
2,21.81,54.09,98.88,563.46,501.27,727.01,688.38,630.75,1,High Activity
2,21.86,54.13,99.2,555.68,482.1,729.09,681.364,618.34,1,Low Activity
2,22.97,51.08,116.0,563.22,482.32,703.59,640.2,576.99,2,Low Activity
2,22.22,53.89,111.37,556.66,503.26,723.55,677.94,613.35,1,Low Activity
0,21.16,51.95,108.57,558.62,491.1,738.81,693.87,639.28,1,Moderate Activity
2,22.51,53.59,110.71,555.72,478.36,717.18,691.86,608.6,1,High Activity
2,19.14,51.42,99.82,564.64,489.98,745.03,711.99,638.8,1,Moderate Activity
1,19.64,54.17,125.34,578.8,489.51,739.58,706.98,629.6,1,Low Activity
2,23.14,52.59,111.0,555.16,486.58,715.25,679.116,614.38,1,Low Activity
1,18.56,53.36,96.54,559.7,475.84,718.29,666.47,596.52,2,Low Activity
2,23.2,52.63,104.07,551.71,478.54,721.93,686.81,629.73,1,Low Activity
2,18.93,53.94,72.85,586.21,513.19,746.68,710.98,641.47,0,Low Activity
2,23.11,53.14,106.51,557.84,476.54,718.82,663.6899999999999,590.55,1,Low Activity
2,23.12,53.23,99.79,557.89,474.63,716.06,677.39,605.45,1,Low Activity
2,20.0,45.1,110.15,587.62,500.31,729.45,691.79,621.43,2,High Activity
1,18.83,48.59,92.11,559.53,528.37,761.27,719.6300000000001,674.71,1,Low Activity
0,20.84,52.77,24.44,570.41,372.51,687.06,644.518,557.83,2,Low Activity
0,18.34,53.92,140.41,579.24,481.38,735.52,687.79,617.58,1,Low Activity
2,23.83,52.09,106.76,551.34,472.8,712.41,668.39,604.31,1,Low Activity
2,24.02,51.67,111.05,556.07,477.47,712.17,875.29,598.64,1,Low Activity
2,23.81,52.33,108.03,556.55,487.66,884.75,850.66,599.96,1,Low Activity
2,20.03,50.59,100.73,571.07,472.64,744.33,730.2119999999999,635.35,1,Moderate Activity
3,23.7,52.64,113.56,555.61,484.82,589.19,672.576,608.94,1,High Activity
3,23.85,52.32,114.35,557.38,478.14,717.44,672.87,616.39,1,Moderate Activity
3,23.89,51.84,107.55,553.65,494.79,567.56,679.572,607.03,1,Low Activity
3,23.65,52.31,104.58,578.93,468.92,718.86,677.82,612.41,1,Low Activity
3,23.75,52.34,112.81,548.46,491.49,716.59,674.07,605.77,1,Low Activity
3,23.89,52.08,109.63,559.78,484.4,716.82,477.57,606.31,1,Low Activity
3,23.97,51.93,115.05,550.66,479.59,718.63,666.42,595.69,1,Low Activity
2,17.17,45.86,69.54,625.26,577.28,784.99,748.79,698.75,0,Moderate Activity
3,24.43,51.15,113.1,553.01,482.22,718.51,676.34,599.66,1,Low Activity
2,18.47,51.97,92.01,580.62,529.1,591.96,733.36,667.16,0,Low Activity
3,23.91,52.59,115.81,544.85,471.8,713.44,873.06,606.07,1,Low Activity
3,24.05,51.96,116.34,550.61,481.79,713.87,680.67,609.4,1,Low Activity
0,20.09,55.76,206.76,600.24,459.1,712.19,655.57,567.27,2,Low Activity
3,23.93,51.98,112.19,554.0,480.9,718.8,715.468,604.91,1,Low Activity
3,24.38,43.82,109.94,593.16,442.02,735.93,683.64,603.72,3,Low Activity
0,21.08,45.38,109.49,582.88,459.28,721.68,677.2819999999999,610.88,2,Moderate Activity
3,23.83,52.38,112.73,554.81,468.73,716.0,670.34,593.85,1,Low Activity
3,24.04,52.07,112.85,547.07,474.28,707.54,679.1,604.39,1,Low Activity
3,24.69,52.68,121.83,547.81,479.19,707.53,651.45,593.24,2,Low Activity
3,24.49,51.2,115.03,553.04,474.62,713.55,673.42,602.31,1,Low Activity
3,25.07,49.65,116.59,550.07,492.13,600.38,673.08,610.53,1,Low Activity
1,18.36,55.77,97.46,611.58,487.58,739.84,693.128,617.88,1,Moderate Activity
2,17.72,44.0,69.47,567.65,604.32,794.03,718.83,706.95,0,Moderate Activity
3,23.87,52.44,114.26,553.69,487.14,714.09,681.23,605.27,1,Low Activity
3,23.92,52.51,118.6,549.26,472.44,849.92,679.842,610.8,1,Low Activity
3,24.38,51.81,128.46,551.17,476.15,705.67,477.27,598.28,1,Low Activity
3,24.06,52.5,131.09,544.29,482.87,702.5,710.2879999999999,592.72,1,Low Activity
3,23.87,52.64,119.27,554.25,472.0,837.85,674.05,600.25,1,Low Activity
1,15.82,42.89,72.98,607.36,555.5,781.69,737.82,696.33,1,Moderate Activity
3,24.16,51.94,115.6,549.6,477.48,713.85,673.92,598.05,1,Low Activity
3,24.09,52.47,126.07,549.51,479.45,709.73,673.61,600.69,1,Low Activity
3,23.6,53.56,122.49,552.69,483.13,716.91,676.302,601.93,2,Low Activity
3,23.95,52.83,121.27,543.07,499.97,705.55,678.65,612.42,2,Low Activity
0,21.96,54.61,137.24,562.08,418.16,596.36,639.33,556.88,2,Low Activity
3,25.21,49.89,125.85,550.67,480.11,712.8,683.35,594.77,2,Moderate Activity
3,24.59,50.66,118.12,549.83,474.54,713.0,676.62,601.34,2,Moderate Activity
2,23.06,51.6,109.14,569.56,429.1,639.25,560.438,488.01,3,Low Activity
3,25.14,49.51,125.3,552.27,486.59,711.92,669.39,600.38,2,Low Activity
3,24.66,50.67,123.12,552.39,483.27,709.22,470.16,593.36,1,Low Activity
3,24.26,51.8,116.03,578.93,482.76,706.18,677.44,597.49,2,Low Activity
3,25.0,49.99,119.16,549.93,474.06,707.8,669.57,598.17,2,Low Activity
3,24.82,50.27,117.6,578.93,469.05,718.66,665.11,600.67,2,Low Activity
3,25.03,49.94,117.16,578.93,469.69,710.76,671.74,605.12,2,Low Activity
3,24.47,50.97,115.55,554.41,473.17,708.56,634.8639999999999,589.12,2,Low Activity
1,18.64,50.32,79.06,591.65,514.54,757.64,714.4,640.78,2,Low Activity
1,17.93,51.38,111.73,589.66,399.09,738.77,694.134,576.44,1,Moderate Activity
3,23.34,53.06,115.45,546.58,479.92,632.48,662.43,600.95,1,Low Activity
0,20.08,53.87,116.17,579.96,498.21,730.63,690.894,628.05,1,Moderate Activity
3,23.08,53.59,118.92,551.44,489.49,718.86,670.07,600.23,1,Low Activity
3,23.23,52.87,120.4,550.94,477.66,707.13,706.4100000000001,592.54,1,Low Activity
3,23.36,52.57,117.45,554.81,473.26,703.3,673.44,592.51,1,Low Activity
3,23.22,52.61,118.48,554.63,481.63,707.66,665.49,583.59,1,Low Activity
0,23.16,52.51,116.16,549.27,478.59,704.22,661.18,583.36,1,Low Activity
0,23.25,52.38,115.6,578.93,464.71,696.8,659.01,593.44,1,Low Activity
1,17.2,42.5,59.27,624.39,551.19,786.12,762.71,709.31,0,Moderate Activity
0,23.21,52.51,117.44,549.27,469.44,709.49,662.92,587.62,1,Low Activity
0,22.72,53.82,116.81,556.43,472.77,702.39,617.038,571.11,1,Low Activity
0,22.83,53.64,120.6,550.01,466.2,701.09,654.016,583.31,1,Low Activity
2,22.75,48.78,112.52,576.28,447.15,724.36,693.21,615.26,1,Low Activity
0,20.45,53.93,117.95,594.5,451.36,623.21,691.07,605.41,1,Low Activity
0,22.85,53.21,117.74,549.98,450.33,701.69,666.22,584.26,1,Low Activity
0,22.96,52.88,114.91,547.0,455.6,694.71,667.11,579.92,1,Low Activity
0,22.99,52.86,123.05,550.22,442.06,699.82,655.12,584.65,1,Low Activity
3,23.62,45.5,148.52,569.6,435.53,708.01,656.49,584.7,2,Low Activity
0,22.61,53.6,117.84,546.59,444.18,697.26,654.4,588.82,1,Low Activity
0,22.34,54.04,122.78,555.62,459.47,706.2,662.004,592.16,2,Low Activity
0,22.28,54.27,121.86,548.52,461.65,711.6,665.082,597.91,2,Low Activity
1,18.48,44.33,62.91,572.3,578.13,782.8,757.88,691.15,1,Moderate Activity
0,22.31,54.15,127.32,555.43,453.64,702.1,850.45,590.74,2,Low Activity
0,22.17,54.28,124.53,551.83,463.96,711.89,662.35,594.23,1,Low Activity
0,17.39,53.41,120.18,592.6,506.2,857.34,726.02,657.3,0,High Activity
0,22.15,54.32,123.17,546.45,457.14,711.93,664.02,592.29,1,Low Activity
1,20.09,55.46,137.02,578.93,401.61,704.88,644.52,574.24,2,Low Activity
1,18.37,46.78,76.24,556.18,526.95,761.68,717.906,657.49,1,Moderate Activity
0,22.09,54.28,127.43,549.22,459.47,703.61,836.34,600.45,1,Low Activity
0,17.57,48.85,116.97,582.42,486.18,739.73,682.67,635.16,2,Moderate Activity
0,21.98,54.49,121.54,544.29,462.73,699.72,666.26,584.66,1,Low Activity
0,21.8,55.08,123.83,549.6,466.56,703.23,651.0200000000001,584.91,1,Low Activity
2,18.89,53.75,93.04,580.15,504.08,702.78,631.11,567.54,2,Low Activity
0,20.12,56.24,110.05,599.47,447.45,711.34,827.46,558.9,2,Low Activity
2,19.65,53.82,94.04,610.16,509.7,743.89,705.82,638.18,1,High Activity
2,22.5,50.7,121.56,578.93,472.44,737.84,680.27,623.62,1,High Activity
2,17.92,52.43,98.74,601.23,519.37,763.45,711.97,659.47,1,Moderate Activity
0,21.17,56.11,120.08,548.47,426.05,703.32,664.04,594.69,1,Low Activity
1,18.44,56.65,110.02,602.87,503.22,740.87,707.28,625.7,1,High Activity
0,21.04,56.26,119.9,545.72,440.34,704.48,661.55,606.31,1,Low Activity
0,21.13,55.98,128.26,547.03,433.61,711.44,669.18,594.53,1,Low Activity
2,21.67,46.63,63.69,564.12,506.68,765.88,709.34,666.6,0,Moderate Activity
1,20.24,55.89,131.1,560.05,478.38,854.9,684.412,607.04,1,Low Activity
0,21.06,56.02,119.25,549.11,441.11,712.2,697.548,597.96,1,Low Activity
0,20.92,56.3,124.35,578.93,444.28,710.37,664.21,595.58,1,Low Activity
0,20.92,56.31,122.55,578.93,460.03,712.08,669.38,589.06,1,Low Activity
0,21.11,55.72,118.8,547.24,448.83,708.07,700.7160000000001,596.71,1,Low Activity
0,20.88,56.36,123.91,546.82,438.57,702.93,661.736,595.7,1,Low Activity
0,20.78,54.2,109.69,550.99,462.75,717.1,672.0619999999999,591.52,2,Low Activity
0,20.84,56.45,131.26,550.09,446.49,710.39,664.72,585.62,1,Low Activity
0,20.8,56.56,129.6,552.37,456.19,704.87,669.89,594.88,1,Low Activity
0,20.67,56.85,128.48,543.36,437.44,719.96,681.83,588.74,1,Low Activity
0,20.73,56.72,128.45,550.66,448.02,711.74,669.79,599.78,1,Low Activity
0,18.73,51.99,13.23,585.94,485.45,734.88,665.59,614.4,1,Moderate Activity
0,20.59,56.92,114.63,546.03,445.99,708.38,668.1,598.44,1,Low Activity
3,25.63,46.24,113.4,576.22,465.82,731.77,682.64,593.58,1,Low Activity
0,20.56,56.99,124.46,551.67,450.62,711.71,645.67,597.41,1,Low Activity
0,19.24,56.35,110.76,604.79,468.98,732.56,663.04,601.5,1,Moderate Activity
1,15.96,45.18,69.07,578.93,608.51,797.95,767.66,706.91,0,Moderate Activity
2,22.32,47.55,112.83,599.96,490.29,741.22,704.15,616.64,1,Low Activity
2,19.73,56.92,91.12,564.04,517.5,731.88,692.22,637.17,0,High Activity
0,20.36,57.35,129.6,546.86,465.04,707.87,673.5179999999999,600.85,1,Low Activity
1,19.03,57.7,141.17,564.5,440.15,692.44,653.472,577.18,2,Low Activity
1,20.44,57.04,124.19,578.93,453.75,714.6,667.58,604.32,1,Low Activity
1,20.41,57.13,124.5,550.69,462.7,715.56,663.53,595.07,1,Low Activity
3,21.94,47.96,145.8,577.52,427.54,714.52,667.6,603.56,2,Low Activity
1,20.35,57.23,126.06,548.88,458.1,710.57,670.95,591.2,1,Low Activity
1,20.3,57.37,121.68,546.92,456.36,709.63,673.64,607.59,1,Low Activity
1,20.3,57.35,132.72,541.66,447.58,715.38,535.95,612.36,1,Low Activity
2,18.8,56.74,69.48,567.4,564.45,753.35,734.316,671.15,0,Low Activity
1,20.26,57.33,126.06,578.93,456.61,712.06,681.81,604.92,1,Low Activity
1,20.26,57.33,124.17,548.75,456.12,708.85,670.86,613.61,1,Low Activity
1,20.2,57.41,130.28,548.86,459.18,715.26,670.94,600.28,1,Low Activity
1,20.25,57.26,125.29,550.88,448.51,705.59,675.59,601.21,1,Low Activity
0,20.3,56.62,107.27,578.93,432.63,730.8,678.93,603.91,3,Low Activity
2,19.29,45.92,61.7,627.04,566.72,783.08,750.68,694.39,0,Moderate Activity
1,20.12,57.54,130.58,578.93,457.42,714.59,671.71,603.17,1,Low Activity
0,22.65,51.55,114.52,554.08,424.31,687.43,629.34,569.23,3,Low Activity
2,20.83,51.74,100.7,580.54,464.58,725.33,685.44,610.74,2,High Activity
2,17.9,54.01,98.3,603.04,502.6,762.89,712.75,655.29,1,Moderate Activity
1,20.04,57.61,125.3,548.57,463.07,708.28,677.74,599.62,1,Low Activity
3,23.61,50.45,111.6,540.05,428.3,726.62,653.77,584.67,2,Low Activity
1,20.0,57.72,128.75,546.62,468.48,706.41,675.3,614.24,1,Low Activity
3,23.06,50.83,145.73,546.39,465.96,702.71,655.29,568.9,2,Low Activity
1,19.84,57.98,124.99,541.32,453.47,722.33,670.55,608.75,1,Low Activity
1,19.78,58.15,127.95,552.25,465.33,636.78,674.04,600.37,1,Low Activity
3,23.17,52.93,108.18,556.68,440.47,704.81,657.77,600.26,2,Low Activity
1,19.69,58.2,129.96,578.93,481.89,700.61,655.77,574.88,2,Low Activity
2,20.9,53.16,109.36,565.08,436.77,718.03,672.59,618.99,1,Low Activity
1,19.72,56.81,126.12,548.89,461.83,707.59,661.86,589.05,2,Low Activity
1,18.88,52.95,89.0,561.39,531.55,746.05,705.75,633.97,1,High Activity
3,20.73,49.85,125.19,582.98,435.88,699.2,592.27,546.81,2,Moderate Activity
3,24.62,51.0,114.5,544.62,470.32,687.59,597.6,541.94,2,Low Activity
1,18.56,52.46,71.3,570.42,588.14,761.04,725.4,664.08,1,High Activity
1,15.95,41.6,64.41,578.93,518.25,792.28,767.0939999999999,698.45,1,Moderate Activity
0,21.35,52.68,107.45,546.33,471.59,730.38,657.39,590.51,1,Low Activity
1,18.39,52.6,77.57,575.78,583.32,768.97,737.766,679.72,0,Moderate Activity
1,19.14,50.62,113.3,590.96,458.39,735.05,690.868,619.56,1,Moderate Activity
1,18.82,53.03,104.43,562.55,475.81,715.11,659.52,590.73,1,Low Activity
1,18.32,52.65,71.83,572.37,582.9,769.16,732.74,683.79,0,Moderate Activity
1,18.29,52.49,72.45,569.16,593.7,883.34,740.16,692.94,0,Moderate Activity
1,19.08,47.11,77.78,621.96,538.9,788.45,744.2,683.09,0,Moderate Activity
1,18.22,52.4,65.17,578.29,597.82,778.68,730.47,684.62,0,Low Activity
1,18.2,52.36,71.43,575.51,601.59,781.1,748.56,697.28,0,High Activity
1,18.21,52.59,67.53,569.55,587.72,763.06,736.42,680.15,0,Low Activity
1,18.18,52.85,62.45,573.5,598.08,769.59,736.94,674.43,0,Moderate Activity
1,18.12,52.88,64.98,572.68,604.87,630.75,747.6199999999999,685.23,0,Moderate Activity
1,18.18,52.51,67.9,574.94,591.54,758.64,731.38,693.99,0,Moderate Activity
1,18.2,52.76,74.01,572.15,588.62,763.44,733.56,692.27,0,Low Activity
1,18.22,52.9,64.84,571.93,589.82,763.42,743.81,679.66,0,Moderate Activity
1,18.28,52.96,66.47,572.72,608.66,761.34,743.728,683.41,0,Low Activity
2,19.67,47.73,90.64,606.67,501.74,755.92,716.4,653.74,0,Moderate Activity
1,18.46,54.08,69.78,575.04,560.89,759.75,727.9259999999999,663.87,0,Moderate Activity
2,19.76,54.15,99.72,560.65,515.46,732.97,705.57,622.66,1,Low Activity
1,18.7,53.45,67.57,571.97,562.12,763.12,722.0,659.2,0,Low Activity
1,19.08,51.1,110.35,600.86,475.83,749.36,702.12,625.12,1,Low Activity
1,18.04,44.95,78.14,597.28,460.37,767.22,866.23,666.29,1,Moderate Activity
2,18.87,53.15,66.38,567.32,552.18,758.4,725.1,666.19,0,Low Activity
3,23.31,49.2,121.6,550.48,464.37,709.04,661.64,588.21,2,Low Activity
2,18.97,53.77,80.03,570.13,544.12,887.35,706.33,642.54,0,Low Activity
3,22.3,47.63,107.71,595.71,409.5,720.72,683.3,611.33,2,Moderate Activity
1,19.17,45.3,80.31,618.87,445.74,755.65,739.6780000000001,653.71,0,Moderate Activity
3,22.69,44.59,120.58,575.95,446.36,722.69,676.662,619.92,2,High Activity
2,19.48,54.36,104.86,564.34,505.26,745.21,662.912,639.07,1,High Activity
1,19.06,57.4,148.31,561.31,433.47,722.7,676.63,603.19,1,Low Activity
1,19.63,56.99,116.63,601.5,461.59,726.7,679.68,610.12,2,High Activity
2,18.91,55.95,97.66,563.75,524.63,739.79,700.682,636.75,0,Moderate Activity
2,18.96,55.97,88.33,556.91,511.99,739.24,697.292,630.16,0,Moderate Activity
1,19.58,57.77,109.15,543.04,472.03,702.49,647.96,571.25,2,Moderate Activity
3,23.87,47.47,108.74,598.82,379.31,713.05,528.21,593.53,1,Low Activity
2,18.84,56.56,95.26,557.22,517.17,735.57,701.69,621.89,0,High Activity
2,18.9,56.41,91.47,561.23,519.06,740.32,697.188,626.41,0,Moderate Activity
2,19.16,55.83,99.96,578.93,521.59,734.16,699.1700000000001,636.75,1,Moderate Activity
0,20.29,51.98,112.27,564.7,451.75,831.29,670.06,593.96,1,Moderate Activity
0,18.21,50.8,124.29,581.14,478.98,744.41,711.16,640.25,1,Low Activity
2,18.75,57.43,108.36,550.42,482.44,731.63,687.106,621.81,1,High Activity
2,18.86,57.04,109.97,563.86,492.41,893.39,687.34,614.45,1,Moderate Activity
2,18.84,56.91,97.12,559.31,482.51,726.52,702.96,629.58,1,High Activity
3,23.14,52.31,119.63,562.89,421.7,646.56,560.13,501.49,3,Low Activity
2,18.63,57.7,117.55,578.93,500.39,730.46,685.11,626.92,1,Low Activity
2,20.11,56.06,127.28,551.19,438.12,669.91,622.7,528.61,3,Low Activity
2,18.3,49.63,83.67,608.24,517.89,777.58,726.85,679.46,0,Moderate Activity
2,20.59,55.91,119.2,549.51,444.73,671.59,620.77,548.94,4,Low Activity
2,20.69,55.71,117.69,578.93,448.43,663.5,654.762,550.7,4,Low Activity
0,19.83,52.93,133.7,586.54,431.98,725.94,708.9159999999999,608.55,1,High Activity
2,21.51,53.38,117.62,544.44,434.62,667.93,621.29,546.28,4,Low Activity
2,21.67,53.17,112.12,578.93,434.84,678.02,618.42,538.8,4,Low Activity
0,20.25,51.9,97.4,559.58,487.35,743.25,697.03,640.02,1,Moderate Activity
0,21.36,57.57,130.28,549.08,458.9,703.59,667.47,599.69,1,Low Activity
1,18.41,56.98,106.79,578.93,497.17,741.77,706.36,632.78,1,Low Activity
3,23.25,52.05,111.99,578.93,434.4,657.83,562.65,501.6,3,Low Activity
2,22.14,52.88,127.49,541.49,461.33,671.55,641.71,560.86,4,Low Activity
2,22.41,52.32,118.16,545.67,443.17,682.15,641.45,556.51,4,Low Activity
2,22.49,52.23,112.89,549.54,449.94,686.08,636.18,562.21,4,Low Activity
1,18.93,50.77,118.7,602.85,450.05,740.26,685.8140000000001,630.62,1,Moderate Activity
2,22.53,52.38,115.94,539.88,460.89,683.45,634.15,564.89,4,Low Activity
2,22.7,52.14,115.9,538.02,464.72,679.0,629.234,562.36,4,Low Activity
2,23.2,51.13,112.74,537.37,481.06,681.68,629.25,559.41,4,Low Activity
0,20.49,57.12,124.86,549.15,457.18,715.74,735.202,603.31,1,Low Activity
2,16.83,50.78,87.87,596.3,489.23,732.88,686.6540000000001,609.46,1,Moderate Activity
2,22.96,52.02,105.67,550.67,456.6,683.9,634.56,574.64,3,Low Activity
2,23.07,51.87,112.28,543.16,461.67,688.81,637.96,579.31,3,Low Activity
